hotel_id,forecast_date,lead_time,booking_pickup_7d,rolling_demand_14d,cancellation_rate_28d,available_inventory,event_intensity,lag_occupancy_7d,lag_occupancy_28d,occupancy_rate
HOTEL-007,2023-11-24,21,32.863,0.4736,0.1818,27,0.2274,0.5968,0.5397,0.5482
HOTEL-004,2023-11-24,38,32.814,0.4895,0.1149,24,0.468,0.5819,0.5837,0.5568
HOTEL-005,2023-11-25,73,25.506,0.627,0.2334,17,0.3407,0.5127,0.5002,0.6607
HOTEL-008,2023-11-25,60,34.763,0.6463,0.1863,26,0.4266,0.6621,0.3788,0.6754
HOTEL-009,2023-11-26,13,28.201,0.4905,0.0987,34,0.0403,0.5536,0.5698,0.6191
HOTEL-006,2023-11-26,10,31.301,0.543,0.1564,22,0.2522,0.6612,0.422,0.6236
HOTEL-010,2023-11-27,44,29.574,0.6133,0.1424,28,0.221,0.721,0.5687,0.6174
HOTEL-007,2023-11-27,66,22.662,0.5523,0.1756,22,0.1071,0.556,0.5174,0.5232
HOTEL-011,2023-11-28,30,28.715,0.5199,0.112,22,0.174,0.5679,0.5421,0.5709
HOTEL-008,2023-11-28,27,32.944,0.6199,0.182,19,0.3774,0.6699,0.507,0.6452
HOTEL-012,2023-11-29,49,26.446,0.616,0.1499,18,0.1926,0.5797,0.4816,0.5844
HOTEL-009,2023-11-29,44,34.783,0.5181,0.1237,29,0.1371,0.4694,0.6554,0.5789
HOTEL-001,2023-11-30,69,26.897,0.5903,0.1962,26,0.254,0.5117,0.5562,0.555
HOTEL-010,2023-11-30,19,18.871,0.6658,0.1363,20,0.1775,0.5415,0.5463,0.6579
HOTEL-002,2023-12-01,14,35.238,0.4432,0.1049,18,0.0224,0.5049,0.5384,0.5411
HOTEL-011,2023-12-01,29,26.799,0.4162,0.1001,26,0.2693,0.5225,0.5358,0.5285
HOTEL-003,2023-12-02,63,25.919,0.6796,0.1158,26,0.0573,0.7302,0.5826,0.6998
HOTEL-012,2023-12-02,54,29.521,0.6399,0.216,27,0.086,0.4849,0.4666,0.5992
HOTEL-001,2023-12-03,38,31.273,0.6376,0.101,19,0.1129,0.5916,0.4666,0.6987
HOTEL-004,2023-12-03,60,31.224,0.6537,0.13,6,0.373,0.6317,0.5166,0.7055
HOTEL-002,2023-12-04,44,21.47,0.5383,0.1254,13,0.3088,0.4773,0.511,0.4924
HOTEL-005,2023-12-04,48,29.445,0.4238,0.1319,32,0.1126,0.5677,0.5502,0.5094
HOTEL-006,2023-12-05,6,28.806,0.6599,0.0801,36,0.2282,0.6446,0.5301,0.6489
HOTEL-003,2023-12-05,48,12.46,0.4241,0.1455,51,0.0305,0.609,0.5774,0.3801
HOTEL-007,2023-12-06,76,19.121,0.5683,0.1547,35,0.2025,0.5611,0.4699,0.5639
HOTEL-004,2023-12-06,38,23.506,0.4498,0.0683,27,0.1271,0.7533,0.511,0.5345
HOTEL-008,2023-12-07,12,24.339,0.5234,0.1564,25,0.1271,0.6669,0.4192,0.5634
HOTEL-005,2023-12-07,38,21.343,0.6131,0.1743,11,0.1955,0.6146,0.5421,0.5768
HOTEL-009,2023-12-08,48,35.67,0.6802,0.1427,9,0.6063,0.446,0.4849,0.6942
HOTEL-006,2023-12-08,50,27.607,0.6225,0.1714,36,0.0529,0.595,0.5558,0.5676
HOTEL-007,2023-12-09,73,22.317,0.4906,0.1692,22,0.1328,0.6311,0.6237,0.6384
HOTEL-010,2023-12-09,20,37.793,0.6743,0.199,24,0.3178,0.6365,0.5692,0.7123
HOTEL-008,2023-12-10,76,33.117,0.5905,0.1442,35,0.1747,0.5763,0.6061,0.6436
HOTEL-011,2023-12-10,7,35.351,0.632,0.1177,19,0.3085,0.6558,0.5634,0.7301
HOTEL-012,2023-12-11,65,20.031,0.6037,0.1802,18,0.1335,0.5155,0.605,0.5929
HOTEL-009,2023-12-11,66,24.075,0.447,0.1739,43,0.1744,0.5196,0.487,0.4411
HOTEL-001,2023-12-12,33,27.639,0.5158,0.1573,18,0.1356,0.4939,0.5082,0.5385
HOTEL-010,2023-12-12,63,18.24,0.5484,0.1516,18,0.2531,0.633,0.5706,0.544
HOTEL-002,2023-12-13,37,29.631,0.5358,0.1129,18,0.0385,0.5947,0.6581,0.5837
HOTEL-011,2023-12-13,42,20.591,0.4981,0.1705,37,0.0344,0.4902,0.5346,0.4608
HOTEL-003,2023-12-14,4,32.703,0.5388,0.0403,8,0.119,0.649,0.5751,0.5974
HOTEL-012,2023-12-14,48,26.742,0.6541,0.1428,26,0.0914,0.5968,0.6892,0.5937
HOTEL-001,2023-12-15,4,35.013,0.6872,0.1567,19,0.3466,0.5906,0.5501,0.6881
HOTEL-004,2023-12-15,56,35.849,0.5489,0.2077,29,0.1946,0.5662,0.5846,0.5602
HOTEL-005,2023-12-16,5,30.36,0.5519,0.1058,22,0.1148,0.6697,0.4399,0.6357
HOTEL-002,2023-12-16,65,33.579,0.7152,0.1596,7,0.4185,0.5717,0.5202,0.7246
HOTEL-003,2023-12-17,57,30.0,0.6542,0.1631,20,0.3545,0.6495,0.5193,0.6547
HOTEL-006,2023-12-17,13,29.142,0.6722,0.153,9,0.1199,0.626,0.5676,0.7335
HOTEL-007,2023-12-18,68,22.124,0.4905,0.1663,30,0.2227,0.6029,0.6265,0.5668
HOTEL-004,2023-12-18,65,28.358,0.6226,0.162,19,0.0748,0.5687,0.5665,0.6033
HOTEL-008,2023-12-19,88,19.712,0.5664,0.191,26,0.356,0.626,0.5918,0.5289
HOTEL-005,2023-12-19,42,26.239,0.6,0.1866,17,0.2794,0.632,0.559,0.6141
HOTEL-009,2023-12-20,57,37.472,0.7369,0.1706,19,0.5621,0.5701,0.567,0.7369
HOTEL-006,2023-12-20,42,37.664,0.5716,0.1438,14,0.2566,0.4097,0.5537,0.5822
HOTEL-010,2023-12-21,84,32.135,0.5943,0.1293,18,0.2014,0.7561,0.6643,0.6687
HOTEL-007,2023-12-21,84,12.494,0.5662,0.1502,22,0.0863,0.5593,0.6305,0.53
HOTEL-008,2023-12-22,58,37.013,0.663,0.1892,15,0.635,0.6351,0.4651,0.7094
HOTEL-011,2023-12-22,77,24.118,0.651,0.1381,20,0.1029,0.682,0.5455,0.6201
HOTEL-012,2023-12-23,39,37.128,0.7777,0.0885,22,0.221,0.5912,0.5964,0.7989
HOTEL-009,2023-12-23,6,39.026,0.7571,0.1252,23,0.1122,0.4695,0.6496,0.7166
HOTEL-001,2023-12-24,18,36.538,0.7028,0.1005,28,0.2617,0.5582,0.6643,0.7557
HOTEL-010,2023-12-24,72,32.875,0.6271,0.1478,13,0.3336,0.743,0.5327,0.7268
HOTEL-002,2023-12-25,14,41.61,0.6385,0.1688,33,0.0483,0.5262,0.6145,0.6705
HOTEL-011,2023-12-25,74,24.206,0.5355,0.184,17,0.2205,0.5189,0.6382,0.5355
HOTEL-003,2023-12-26,42,16.382,0.5719,0.1831,19,0.4128,0.6042,0.6529,0.5783
HOTEL-012,2023-12-26,19,45.101,0.6426,0.12,4,0.5347,0.5875,0.7864,0.775
HOTEL-004,2023-12-27,89,20.449,0.6584,0.1662,34,0.3767,0.6994,0.722,0.6394
HOTEL-001,2023-12-27,87,33.001,0.5954,0.1613,29,0.7208,0.6313,0.5309,0.6734
HOTEL-005,2023-12-28,42,17.125,0.4633,0.1715,39,0.2627,0.4623,0.6045,0.469
HOTEL-002,2023-12-28,17,28.921,0.6353,0.0921,19,0.4071,0.4957,0.5698,0.6514
HOTEL-006,2023-12-29,66,35.025,0.5661,0.1754,21,0.107,0.6118,0.5937,0.616
HOTEL-003,2023-12-29,42,32.362,0.5744,0.1637,6,0.3484,0.5457,0.5211,0.6068
HOTEL-004,2023-12-30,43,32.619,0.7416,0.1372,31,0.5621,0.6751,0.6105,0.7874
HOTEL-007,2023-12-30,4,25.408,0.6831,0.0917,19,0.0709,0.5577,0.6057,0.6929
HOTEL-008,2023-12-31,79,37.325,0.7771,0.1307,29,0.2386,0.5857,0.5933,0.7299
HOTEL-005,2023-12-31,46,25.754,0.56,0.1633,7,0.434,0.7021,0.4911,0.6901
HOTEL-009,2024-01-01,70,30.036,0.5353,0.1596,26,0.1493,0.6497,0.6365,0.5433
HOTEL-006,2024-01-01,72,32.561,0.6132,0.1716,24,0.5522,0.6831,0.6594,0.6676
HOTEL-010,2024-01-02,25,17.719,0.6062,0.0961,34,0.282,0.6044,0.6247,0.5851
HOTEL-007,2024-01-02,1,25.869,0.6329,0.2352,17,0.1083,0.5832,0.6915,0.6226
HOTEL-011,2024-01-03,16,27.295,0.7507,0.0787,24,0.314,0.7308,0.6012,0.6942
HOTEL-008,2024-01-03,76,33.283,0.5502,0.2225,29,0.3127,0.7092,0.6385,0.6156
HOTEL-009,2024-01-04,1,32.648,0.5324,0.0944,26,0.1755,0.5286,0.5473,0.5909
HOTEL-012,2024-01-04,32,44.725,0.728,0.0899,22,0.3512,0.5445,0.4987,0.7162
HOTEL-010,2024-01-05,11,34.69,0.478,0.1,14,0.1627,0.5856,0.6293,0.6339
HOTEL-001,2024-01-05,43,35.362,0.709,0.0793,24,0.2728,0.6328,0.5643,0.6709
HOTEL-011,2024-01-06,89,23.701,0.6651,0.1656,22,0.3974,0.6203,0.6544,0.7052
HOTEL-002,2024-01-06,39,31.549,0.5739,0.1573,18,0.4032,0.6055,0.6545,0.6955
HOTEL-012,2024-01-07,67,27.637,0.6721,0.1937,17,0.2476,0.8419,0.628,0.7032
HOTEL-003,2024-01-07,23,39.716,0.7059,0.13,21,0.1415,0.6566,0.5863,0.7552
HOTEL-001,2024-01-08,46,32.416,0.582,0.1476,19,0.3318,0.7618,0.5636,0.6192
HOTEL-004,2024-01-08,24,33.872,0.5958,0.127,34,0.0585,0.7046,0.6337,0.6234
HOTEL-002,2024-01-09,13,31.045,0.7236,0.1225,29,0.0763,0.6076,0.5689,0.6326
HOTEL-005,2024-01-09,64,40.782,0.715,0.1638,15,0.6872,0.5954,0.5946,0.7447
HOTEL-006,2024-01-10,9,31.617,0.6207,0.1266,34,0.2165,0.616,0.6574,0.6318
HOTEL-003,2024-01-10,44,29.006,0.6341,0.1521,25,0.1076,0.6574,0.4679,0.6021
HOTEL-007,2024-01-11,10,39.393,0.6529,0.1384,22,0.4976,0.5855,0.6213,0.7073
HOTEL-004,2024-01-11,33,31.829,0.6316,0.0908,14,0.2201,0.8745,0.5696,0.6972
HOTEL-005,2024-01-12,67,25.396,0.7059,0.1871,20,0.2981,0.5392,0.7063,0.6263
HOTEL-008,2024-01-12,59,33.604,0.7247,0.1367,16,0.2208,0.7113,0.571,0.7125
HOTEL-006,2024-01-13,51,27.84,0.6896,0.1682,0,0.4219,0.7001,0.5875,0.7629
HOTEL-009,2024-01-13,19,35.493,0.6412,0.1593,27,0.1702,0.6035,0.6823,0.7429
HOTEL-007,2024-01-14,60,31.733,0.7872,0.1493,30,0.395,0.6264,0.5736,0.7501
HOTEL-010,2024-01-14,39,33.919,0.7164,0.0979,9,0.0501,0.649,0.6014,0.7725
HOTEL-008,2024-01-15,52,34.436,0.6275,0.1516,9,0.2943,0.7181,0.6475,0.679
HOTEL-011,2024-01-15,19,46.647,0.7149,0.1008,29,0.2124,0.6597,0.6188,0.729
HOTEL-009,2024-01-16,40,27.426,0.5237,0.2161,32,0.0382,0.632,0.5943,0.5197
HOTEL-012,2024-01-16,52,38.067,0.5569,0.1342,30,0.4509,0.7903,0.5238,0.6687
HOTEL-001,2024-01-17,19,41.238,0.6972,0.1372,17,0.3074,0.5833,0.6528,0.7216
HOTEL-010,2024-01-17,41,25.901,0.6603,0.1935,12,0.3289,0.5143,0.7204,0.6101
HOTEL-011,2024-01-18,70,26.564,0.5951,0.2231,33,0.2651,0.6427,0.5986,0.5637
HOTEL-002,2024-01-18,70,33.892,0.6805,0.2043,25,0.2695,0.6761,0.6083,0.622
HOTEL-003,2024-01-19,58,31.046,0.5856,0.0771,33,0.2004,0.7255,0.5753,0.6539
HOTEL-012,2024-01-19,41,26.887,0.6075,0.1429,31,0.4166,0.6377,0.6733,0.6378
HOTEL-001,2024-01-20,4,28.412,0.7678,0.1288,16,0.1635,0.6648,0.5702,0.7074
HOTEL-004,2024-01-20,55,35.004,0.8586,0.1129,0,0.3518,0.7074,0.5718,0.8521
HOTEL-005,2024-01-21,81,26.84,0.7411,0.1954,11,0.2666,0.7115,0.7499,0.7464
HOTEL-002,2024-01-21,65,35.575,0.7764,0.1507,6,0.1464,0.7369,0.7469,0.779
HOTEL-003,2024-01-22,41,31.064,0.6497,0.1977,15,0.2401,0.5681,0.6598,0.6364
HOTEL-006,2024-01-22,49,48.47,0.8444,0.1751,8,0.5345,0.4339,0.5869,0.7267
HOTEL-007,2024-01-23,82,22.531,0.6529,0.1842,16,0.0515,0.7314,0.6062,0.6012
HOTEL-004,2024-01-23,25,30.888,0.589,0.1449,25,0.031,0.6065,0.6202,0.6254
HOTEL-008,2024-01-24,50,31.553,0.7293,0.1598,5,0.3785,0.5431,0.7039,0.7303
HOTEL-005,2024-01-24,74,36.765,0.6575,0.1455,29,0.0846,0.8523,0.5891,0.661
HOTEL-009,2024-01-25,56,29.941,0.6498,0.1608,28,0.4681,0.8024,0.6335,0.7103
HOTEL-006,2024-01-25,14,36.251,0.6588,0.1449,20,0.317,0.6912,0.653,0.688
HOTEL-010,2024-01-26,31,30.873,0.7433,0.1385,28,0.4124,0.6278,0.7299,0.7125
HOTEL-007,2024-01-26,11,26.723,0.6051,0.139,17,0.4111,0.5896,0.5978,0.5846
HOTEL-011,2024-01-27,8,30.447,0.6808,0.1056,16,0.2044,0.6284,0.6627,0.7078
HOTEL-008,2024-01-27,88,33.894,0.7032,0.2377,10,0.3848,0.6291,0.6916,0.7148
HOTEL-012,2024-01-28,68,33.175,0.7879,0.1654,16,0.2196,0.7231,0.6819,0.7827
HOTEL-009,2024-01-28,50,32.881,0.8019,0.1494,1,0.2971,0.7429,0.7029,0.7997
HOTEL-010,2024-01-29,40,40.167,0.6735,0.1234,28,0.2285,0.5724,0.6332,0.6808
HOTEL-001,2024-01-29,4,26.315,0.6948,0.1606,28,0.1078,0.8403,0.6576,0.6698
HOTEL-011,2024-01-30,39,37.804,0.735,0.1843,1,0.4746,0.6933,0.5828,0.7383
HOTEL-002,2024-01-30,55,37.441,0.7656,0.1804,17,0.448,0.845,0.6185,0.761
HOTEL-003,2024-01-31,18,34.684,0.6274,0.1734,28,0.1044,0.4738,0.6879,0.601
HOTEL-012,2024-01-31,3,45.004,0.619,0.1346,35,0.2619,0.7506,0.6104,0.7113
HOTEL-001,2024-02-01,62,35.212,0.7049,0.1554,18,0.3985,0.7243,0.6087,0.6402
HOTEL-004,2024-02-01,43,30.328,0.6685,0.1688,17,0.1756,0.5556,0.5665,0.6049
HOTEL-005,2024-02-02,26,37.97,0.7212,0.1497,3,0.1455,0.6292,0.6771,0.717
HOTEL-002,2024-02-02,24,35.284,0.6933,0.1734,13,0.1814,0.8059,0.6732,0.6681
HOTEL-003,2024-02-03,37,42.324,0.7731,0.1636,4,0.1407,0.8493,0.6385,0.8307
HOTEL-006,2024-02-03,31,29.998,0.6803,0.125,15,0.2116,0.7702,0.6411,0.723
HOTEL-007,2024-02-04,42,33.037,0.7548,0.1458,22,0.2972,0.8291,0.6788,0.7972
HOTEL-004,2024-02-04,36,41.368,0.7325,0.1568,33,0.2976,0.8085,0.7101,0.8156
HOTEL-005,2024-02-05,67,26.408,0.5855,0.1518,40,0.157,0.595,0.7375,0.5609
HOTEL-008,2024-02-05,12,22.492,0.7454,0.1648,30,0.0818,0.6546,0.5917,0.6283
HOTEL-009,2024-02-06,53,25.393,0.7249,0.2041,17,0.1215,0.5713,0.5398,0.6054
HOTEL-006,2024-02-06,24,31.432,0.698,0.0981,22,0.0529,0.6011,0.8252,0.7022
HOTEL-007,2024-02-07,20,28.431,0.598,0.1026,22,0.5457,0.6003,0.5574,0.6188
HOTEL-010,2024-02-07,12,32.583,0.7013,0.0917,22,0.0996,0.8956,0.5769,0.7454
HOTEL-011,2024-02-08,6,41.116,0.6664,0.1174,29,0.1669,0.7071,0.6907,0.7452
HOTEL-008,2024-02-08,3,28.21,0.6615,0.1206,22,0.0821,0.6355,0.7175,0.6347
HOTEL-012,2024-02-09,40,30.757,0.664,0.1114,15,0.2817,0.7818,0.7168,0.7589
HOTEL-009,2024-02-09,49,32.145,0.6804,0.1239,14,0.3009,0.6504,0.6749,0.6711
HOTEL-010,2024-02-10,63,41.818,0.831,0.1919,10,0.0188,0.9594,0.7209,0.7983
HOTEL-001,2024-02-10,20,31.299,0.7129,0.2141,6,0.4279,0.7445,0.7347,0.8342
HOTEL-011,2024-02-11,83,35.935,0.6854,0.1398,22,0.118,0.7899,0.7173,0.7308
HOTEL-002,2024-02-11,87,37.535,0.6015,0.1513,37,0.3585,0.7703,0.5916,0.6923
HOTEL-012,2024-02-12,85,26.8,0.6336,0.2183,25,0.1419,0.5709,0.6592,0.5639
HOTEL-003,2024-02-12,42,34.745,0.6529,0.1243,27,0.0583,0.9435,0.7388,0.7196
HOTEL-004,2024-02-13,89,24.558,0.7823,0.1264,17,0.224,0.7199,0.6899,0.6827
HOTEL-001,2024-02-13,19,33.283,0.641,0.0699,28,0.129,0.693,0.72,0.6901
HOTEL-002,2024-02-14,21,33.769,0.7749,0.1038,29,0.3332,0.728,0.6402,0.7615
HOTEL-005,2024-02-14,3,34.465,0.7168,0.1387,10,0.1399,0.6985,0.6763,0.7147
HOTEL-003,2024-02-15,73,25.699,0.6955,0.2106,12,0.1284,0.6913,0.654,0.6568
HOTEL-006,2024-02-15,2,36.895,0.7789,0.1449,23,0.0792,0.7613,0.6523,0.7248
HOTEL-004,2024-02-16,14,38.956,0.6824,0.1025,27,0.1582,0.5175,0.6535,0.6676
HOTEL-007,2024-02-16,72,25.463,0.7671,0.1631,14,0.0053,0.629,0.5594,0.6764
HOTEL-005,2024-02-17,25,21.798,0.6775,0.1007,28,0.1543,0.7884,0.7234,0.7163
HOTEL-008,2024-02-17,23,38.994,0.7162,0.0899,17,0.2278,0.7194,0.6606,0.8056
HOTEL-006,2024-02-18,24,33.83,0.6953,0.1177,43,0.1477,0.783,0.7309,0.7407
HOTEL-009,2024-02-18,43,26.854,0.7086,0.1632,17,0.482,0.73,0.7138,0.8014
HOTEL-007,2024-02-19,11,35.84,0.7254,0.0349,22,0.4041,0.5811,0.777,0.7406
HOTEL-010,2024-02-19,89,34.482,0.599,0.1975,21,0.2359,0.9247,0.7095,0.7167
HOTEL-008,2024-02-20,76,35.841,0.8038,0.1434,14,0.4557,0.7048,0.6614,0.7315
HOTEL-011,2024-02-20,0,35.402,0.6648,0.1315,21,0.2749,0.6732,0.6042,0.7123
HOTEL-009,2024-02-21,40,23.664,0.6688,0.1879,25,0.0191,0.4548,0.7276,0.5955
HOTEL-012,2024-02-21,45,34.456,0.6742,0.1587,29,0.209,0.7926,0.6622,0.6572
HOTEL-001,2024-02-22,64,21.382,0.799,0.1762,2,0.2696,0.5769,0.6981,0.696
HOTEL-010,2024-02-22,19,43.823,0.6549,0.0868,17,0.124,0.7037,0.7433,0.7219
HOTEL-002,2024-02-23,20,32.809,0.7657,0.1662,17,0.0473,0.8513,0.7215,0.7388
HOTEL-011,2024-02-23,43,38.35,0.8283,0.1449,4,0.2049,0.7201,0.5447,0.764
HOTEL-003,2024-02-24,9,38.467,0.9264,0.1109,6,0.1697,0.759,0.6603,0.8898
HOTEL-012,2024-02-24,56,19.41,0.7529,0.2041,8,0.1272,0.7253,0.6602,0.6642
HOTEL-004,2024-02-25,6,34.384,0.7829,0.1116,9,0.2022,0.8607,0.69,0.8029
HOTEL-001,2024-02-25,46,26.918,0.7996,0.1588,4,0.1286,0.6971,0.7606,0.7517
HOTEL-005,2024-02-26,16,33.947,0.7106,0.1288,22,0.1147,0.8093,0.634,0.7179
HOTEL-002,2024-02-26,21,44.424,0.6701,0.1277,7,0.1291,0.6507,0.6912,0.7295
HOTEL-003,2024-02-27,9,34.693,0.7732,0.1441,15,0.4572,0.5832,0.7265,0.7308
HOTEL-006,2024-02-27,38,30.979,0.7264,0.1477,2,0.1813,0.5746,0.7291,0.656
HOTEL-004,2024-02-28,81,22.136,0.6115,0.1403,31,0.1346,0.7264,0.6108,0.6019
HOTEL-007,2024-02-28,15,36.337,0.7547,0.13,11,0.3513,0.7662,0.6858,0.75
HOTEL-008,2024-02-29,86,31.721,0.7245,0.1977,14,0.542,0.6852,0.7134,0.7846
HOTEL-005,2024-02-29,57,40.985,0.6908,0.1678,17,0.3216,0.6907,0.7195,0.7607
HOTEL-009,2024-03-01,11,37.542,0.6921,0.0905,29,0.0668,0.7165,0.6632,0.7285
HOTEL-006,2024-03-01,14,40.38,0.7668,0.1737,12,0.3968,0.6457,0.6886,0.7187
HOTEL-007,2024-03-02,70,25.239,0.7475,0.1657,22,0.1836,0.8479,0.6373,0.7495
HOTEL-010,2024-03-02,21,38.249,0.7602,0.1171,17,0.1162,0.7906,0.7222,0.8212
HOTEL-008,2024-03-03,39,38.736,0.8398,0.1355,17,0.0562,0.7819,0.7129,0.7945
HOTEL-011,2024-03-03,14,41.469,0.7514,0.1382,27,0.2195,0.7826,0.6949,0.8429
HOTEL-009,2024-03-04,57,29.411,0.6254,0.2205,21,0.0216,0.8015,0.738,0.6279
HOTEL-012,2024-03-04,55,19.855,0.6705,0.1754,41,0.0476,0.6979,0.6638,0.5804
HOTEL-001,2024-03-05,20,33.627,0.6133,0.1672,14,0.2985,0.702,0.791,0.7464
HOTEL-010,2024-03-05,88,25.518,0.687,0.1551,35,0.1759,0.7476,0.6666,0.6681
HOTEL-011,2024-03-06,20,36.272,0.7854,0.2063,0,0.1797,0.7126,0.5895,0.7696
HOTEL-002,2024-03-06,7,55.168,0.8265,0.1342,20,0.4619,0.7541,0.7897,0.8739
HOTEL-012,2024-03-07,40,23.647,0.7043,0.1337,18,0.058,0.6806,0.6607,0.6574
HOTEL-003,2024-03-07,36,27.201,0.6133,0.1859,39,0.158,0.7481,0.688,0.6209
HOTEL-004,2024-03-08,58,40.477,0.8914,0.1512,12,0.2686,0.7393,0.7661,0.8404
HOTEL-001,2024-03-08,2,31.381,0.7409,0.1608,24,0.1111,0.6709,0.7094,0.7002
HOTEL-005,2024-03-09,63,35.739,0.7786,0.1958,20,0.2073,0.8649,0.7123,0.8293
HOTEL-002,2024-03-09,50,20.659,0.7408,0.184,19,0.0417,0.8225,0.7178,0.7047
HOTEL-006,2024-03-10,83,38.064,0.8628,0.1952,0,0.2488,0.8446,0.7558,0.8726
HOTEL-003,2024-03-10,85,23.102,0.7604,0.169,22,0.0643,0.796,0.6485,0.7187
HOTEL-004,2024-03-11,4,41.05,0.6059,0.0734,28,0.0213,0.7469,0.7496,0.6855
HOTEL-007,2024-03-11,23,34.073,0.7077,0.175,8,0.0185,0.7082,0.6431,0.701
HOTEL-005,2024-03-12,50,12.582,0.6329,0.1401,22,0.1253,0.8109,0.6794,0.6036
HOTEL-008,2024-03-12,15,37.072,0.7449,0.1079,17,0.0697,0.742,0.8349,0.7899
HOTEL-006,2024-03-13,28,39.803,0.7871,0.0881,10,0.2205,0.8243,0.7009,0.769
HOTEL-009,2024-03-13,23,28.953,0.7633,0.1359,13,0.3869,0.6422,0.6908,0.719
HOTEL-007,2024-03-14,27,33.416,0.7662,0.1022,26,0.0817,0.5545,0.7871,0.7066
HOTEL-010,2024-03-14,56,38.683,0.7392,0.209,30,0.2502,0.7301,0.7625,0.7559
HOTEL-011,2024-03-15,9,29.642,0.7375,0.1909,10,0.369,0.6636,0.7447,0.6854
HOTEL-008,2024-03-15,66,30.273,0.6954,0.1688,11,0.2735,0.7239,0.6889,0.7203
HOTEL-012,2024-03-16,20,32.024,0.8226,0.1477,14,0.2111,0.8399,0.6989,0.8483
HOTEL-009,2024-03-16,28,35.568,0.869,0.1229,30,0.0779,0.8671,0.6652,0.8196
HOTEL-010,2024-03-17,51,34.149,0.7417,0.1333,15,0.3423,0.8642,0.6652,0.8305
HOTEL-001,2024-03-17,19,40.102,0.7978,0.0887,23,0.3013,0.7488,0.6682,0.8145
HOTEL-011,2024-03-18,12,39.961,0.6515,0.1284,17,0.4847,0.7512,0.7357,0.7875
HOTEL-002,2024-03-18,89,34.139,0.748,0.1917,32,0.3613,0.6467,0.6301,0.66
HOTEL-012,2024-03-19,86,29.421,0.7549,0.1815,20,0.6707,0.8558,0.7699,0.7661
HOTEL-003,2024-03-19,66,28.903,0.7182,0.1457,33,0.0757,0.8174,0.7555,0.6548
HOTEL-001,2024-03-20,53,30.304,0.7548,0.1852,12,0.161,0.7914,0.8065,0.7552
HOTEL-004,2024-03-20,70,31.773,0.7122,0.1787,7,0.102,0.8044,0.7354,0.7467
HOTEL-002,2024-03-21,56,33.737,0.7556,0.2073,18,0.2389,0.6873,0.797,0.7001
HOTEL-005,2024-03-21,1,38.881,0.8123,0.1455,22,0.0717,0.7395,0.6908,0.7452
HOTEL-006,2024-03-22,74,24.977,0.6961,0.2134,24,0.5168,0.7025,0.6812,0.6883
HOTEL-003,2024-03-22,74,28.592,0.6898,0.1882,0,0.32,0.7615,0.7361,0.7091
HOTEL-007,2024-03-23,1,36.715,0.81,0.107,14,0.1424,0.8512,0.745,0.8102
HOTEL-004,2024-03-23,38,33.922,0.7222,0.2036,18,0.3472,0.7379,0.7089,0.8055
HOTEL-008,2024-03-24,75,29.049,0.7227,0.1494,21,0.1401,0.8045,0.8152,0.7081
HOTEL-005,2024-03-24,29,36.252,0.7113,0.1969,10,0.359,0.6297,0.7059,0.7527
HOTEL-009,2024-03-25,17,42.236,0.7845,0.1936,0,0.5611,0.693,0.629,0.824
HOTEL-006,2024-03-25,27,42.511,0.6699,0.1054,21,0.0087,0.7874,0.7038,0.7796
HOTEL-010,2024-03-26,64,24.639,0.5725,0.1415,21,0.1382,0.676,0.6109,0.5732
HOTEL-007,2024-03-26,14,41.019,0.6732,0.1378,18,0.4909,0.7247,0.8893,0.7857
HOTEL-011,2024-03-27,14,31.509,0.684,0.058,28,0.2569,0.6421,0.6783,0.7072
HOTEL-008,2024-03-27,1,28.731,0.7703,0.1232,14,0.0503,0.7753,0.7944,0.7387
HOTEL-012,2024-03-28,48,34.468,0.7184,0.1301,16,0.1664,0.6526,0.7773,0.6922
HOTEL-009,2024-03-28,13,27.008,0.6613,0.1153,23,0.3158,0.711,0.6216,0.692
HOTEL-001,2024-03-29,37,23.204,0.7761,0.151,12,0.0723,0.7053,0.7963,0.6785
HOTEL-010,2024-03-29,30,38.92,0.7709,0.1621,2,0.0911,0.6673,0.7817,0.799
HOTEL-002,2024-03-30,26,24.976,0.8273,0.0477,14,0.1087,0.7071,0.7246,0.8226
HOTEL-011,2024-03-30,47,32.192,0.8623,0.0974,30,0.2154,0.8293,0.6913,0.8054
HOTEL-012,2024-03-31,59,35.25,0.7445,0.1889,27,0.1338,0.7851,0.7609,0.7666
HOTEL-003,2024-03-31,84,26.556,0.7933,0.2271,2,0.1272,0.7977,0.6597,0.7571
HOTEL-001,2024-04-01,14,25.99,0.6365,0.1469,10,0.2439,0.8483,0.7571,0.7166
HOTEL-004,2024-04-01,65,33.341,0.7645,0.1993,10,0.1342,0.8788,0.63,0.7179
HOTEL-005,2024-04-02,54,34.532,0.7583,0.1698,29,0.2474,0.5785,0.6965,0.6569
HOTEL-002,2024-04-02,19,36.686,0.6171,0.0632,16,0.2263,0.6512,0.7037,0.7187
HOTEL-003,2024-04-03,23,25.705,0.6996,0.2052,22,0.3058,0.7397,0.6816,0.6546
HOTEL-006,2024-04-03,39,28.903,0.7764,0.1713,27,0.3033,0.8282,0.7827,0.7145
HOTEL-007,2024-04-04,71,21.309,0.6633,0.1934,30,0.0682,0.872,0.7358,0.6388
